Date, MaxTemperature, MinTemperature, Precipitation
9/19/2000,89,74,0.08
9/20/2000,89,75,0.01
9/21/2000,87,76,0.04
9/22/2000,89,76,0
9/23/2000,88,74,0.01
9/24/2000,88,79,0.01
9/25/2000,89,76,0.27
9/26/2000,92,75,0
9/27/2000,88,73,0
9/28/2000,88,76,0.35
9/29/2000,81,74,2.94
9/30/2000,87,78,0.59
10/1/2000,86,81,0
10/2/2000,87,80, T
10/3/2000,87,81,0
10/4/2000,88,78, T
10/5/2000,87,77,0.32
10/6/2000,87,76,0.14
10/7/2000,87,79,0.01
10/8/2000,85,80,0.01
10/9/2000,86,77,0.22
10/10/2000,83,75,3.19
10/11/2000,83,73,2.12
10/12/2000,83,74,0.57
10/13/2000,90,75,0.02
10/14/2000,87,73,0
10/15/2000,86,76,0.01
10/16/2000,86,77,0.14
10/17/2000,83,75,0.24
10/18/2000,87,77,0.02
10/19/2000,88,77,0.54
10/20/2000,88,77,0.73
10/21/2000,89,76,0.25
10/22/2000,86,75,0.42
10/23/2000,91,76,0.07
10/24/2000,90,76,0.71
10/25/2000,88,76,0
10/26/2000,87,76,0
10/27/2000,87,76,0.84
10/28/2000,88,80,0
10/29/2000,87,76,0.11
10/30/2000,87,76,0.14
10/31/2000,84,78,0.26
11/1/2000,87,79,0.08
11/2/2000,86,80,0.14
11/3/2000,86,76,0.98
11/4/2000,92,76,0
11/5/2000,87,76,0.01
11/6/2000,87,82,0
11/7/2000,88,78,0
11/8/2000,89,80,0.1
11/9/2000,88,78,0
11/10/2000,89,79,0
11/11/2000,90,77,0
11/12/2000,91,80,0.02
11/13/2000,88,77,0.66
11/14/2000,84,76,0.87
11/15/2000,89,78, T
11/16/2000,89,79,0.33
11/17/2000,88,79,0.14
11/18/2000,88,78,0.58
11/19/2000,91,77,0.76
11/20/2000,83,75,1.48
11/21/2000,86,77,0.6
11/22/2000,85,77,0.5
11/23/2000,88,76,1.28
11/24/2000,88,76, T
11/25/2000,88,82,0.01
11/26/2000,88,78,0
11/27/2000,89,77,0.17
11/28/2000,89,76,0.15
11/29/2000,89,76,0.11
11/30/2000,89,78,0.07
12/1/2000,89,81, T
12/2/2000,89,82, T
12/3/2000,89,79,0.23
12/4/2000,90,78,0.17
12/5/2000,89,78, T
12/6/2000,89,79,0.05
12/7/2000,90,78,0
12/8/2000,90,76,0.01
12/9/2000,90,78,0.47
12/10/2000,91,76,0.02
12/11/2000,88,78,0.14
12/12/2000,91,81,0.05
12/13/2000,91,80,0.17
12/14/2000,86,78,0.64
12/15/2000,88,77,3.34
12/16/2000,89,77,0.48
12/17/2000,88,77,0.01
12/18/2000,89,77,0.63
12/19/2000,89,76,0
12/20/2000,90,76,0
12/21/2000,91,79,0.56
12/22/2000,89,80,0.2
12/23/2000,89,77, T
12/24/2000,89,78, T
12/25/2000,89,75,0
12/26/2000,89,76,0
12/27/2000,90,78,0
12/28/2000,90,76,0.03
12/29/2000,92,77,1.42
12/30/2000,91,81,0.23
12/31/2000,86,77,1.56
1/1/2001,89,77,0
1/2/2001,89,76,0.25
1/3/2001,90,80,0.04
1/4/2001,89,78,0.16
1/5/2001,89,78,0
1/6/2001,88,76,0.21
1/7/2001,92,77,1.97
1/8/2001,91,78,0.41
1/9/2001,93,77,0
1/10/2001,89,77, T
1/11/2001,90,82,0.1
1/12/2001,90,80,0.09
1/13/2001,90,78,0.19
1/14/2001,90,80, T
1/15/2001,91,80,0
1/16/2001,91,78,0
1/17/2001,92,77,0.2
1/18/2001,90,78,0.02
1/19/2001,91,79,0.01
1/20/2001,91,79, T
1/21/2001,91,76,0.05
1/22/2001,87,77,0.9
1/23/2001,90,78,0
1/24/2001,90,78,0.05
1/25/2001,91,77,1.02
1/26/2001,89,75,0.51
1/27/2001,92,78,0.01
1/28/2001,90,78,0.02
1/29/2001,90,82,0.05
1/30/2001,90,79,0.02
1/31/2001,90,78,0.11
2/1/2001,93,78,0.01
2/2/2001,88,78,0.01
2/3/2001,90,78,0.38
2/4/2001,87,78,0.05
2/5/2001,90,76,0
2/6/2001,91,77,0
2/7/2001,90,78,0.23
2/8/2001,89,78,0.04
2/9/2001,87,76,0.46
2/10/2001,89,75,0
2/11/2001,91,76,0.01
2/12/2001,91,77,0.32
2/13/2001,90,77,1.28
2/14/2001,89,76,0.87
2/15/2001,88,76, T
2/16/2001,89,77,0.14
2/17/2001,89,77,0.04
2/18/2001,91,78, T
2/19/2001,88,77,0.19
2/20/2001,92,76,0.29
2/21/2001,91,79,0
2/22/2001,90,78,0.59
2/23/2001,92,76,2.93
2/24/2001,90,79, T
2/25/2001,92,79,0.04
2/26/2001,91,75,3.7
2/27/2001,87,76,1.1
2/28/2001,85,78,0.99
3/1/2001,86,79,0.79
3/2/2001,86,79,1.53
3/3/2001,88,79,0.4
3/4/2001,92,80,0.22
3/5/2001,87,77,2.01
3/6/2001,90,79,0.01
3/7/2001,90,77,0.15
3/8/2001,90,77,0.03
3/9/2001,90,78,1.28
3/10/2001,90,79,0.37
3/11/2001,91,79,0.02
3/12/2001,90,78,0.08
3/13/2001,87,78,0.24
3/14/2001,82,74,2.34
3/15/2001,87,76,0.03
3/16/2001,87,79,0.51
3/17/2001,92,78,0.08
3/18/2001,88,78, T
3/19/2001,90,76,0.59
3/20/2001,89,77,0
3/21/2001,90,78,0.03
3/22/2001,90,81,0.65
3/23/2001,90,82,0.06
3/24/2001,90,81,0.01
3/25/2001,89,76,0.62
3/26/2001,90,77,0.11
3/27/2001,88,76,0.21
3/28/2001,93,76,1.94
3/29/2001,85,77,0.88
3/30/2001,89,77,0.01
3/31/2001,90,78,0.01
4/1/2001,90,79,0.54
4/2/2001,83,77,0.6
4/3/2001,89,79,0.15
4/4/2001,87,78,0.27
4/5/2001,89,77,0.44
4/6/2001,89,75,0
4/7/2001,90,77,0.06
4/8/2001,89,77,0
4/9/2001,90,76,0.01
4/10/2001,89,78,0
4/11/2001,85,77,1.77
4/12/2001,89,77,0.32
4/13/2001,87,79,0.81
4/14/2001,89,78,0.12
4/15/2001,89,79,0.09
4/16/2001,88,78, T
4/17/2001,88,80,0.1
4/18/2001,88,79,0.17
4/19/2001,88,83,0
4/20/2001,89,79,0
4/21/2001,89,75,0
4/22/2001,89,76,0.06
4/23/2001,87,78,0.17
4/24/2001,86,78, T
4/25/2001,89,83,0.23
4/26/2001,89,79,0
4/27/2001,89,77,0
4/28/2001,90,78,0.71
4/29/2001,89,78,0
4/30/2001,89,78, T
5/1/2001,86,77,1.04
5/2/2001,88,78,0
5/3/2001,89,78, T
5/4/2001,89,78,0.64
5/5/2001,88,79,0.1
5/6/2001,88,83, T
5/7/2001,89,80,0.01
5/8/2001,88,82,0.01
5/9/2001,87,81,0
5/10/2001,87,76, T
5/11/2001,88,77,0.05
5/12/2001,86,80,0.39
5/13/2001,85,77,1.2
5/14/2001,86,77,0.23
5/15/2001,89,78,0
5/16/2001,88,78, T
5/17/2001,84,78,0.12
5/18/2001,83,81,0
5/19/2001,85,80,0
5/20/2001,84,81,0
5/21/2001,86,82, T
5/22/2001,88,82,0.04
5/23/2001,86,80,0.17
5/24/2001,87,79,0.64
5/25/2001,88,79, T
5/26/2001,88,83,0
5/27/2001,87,81, T
5/28/2001,87,79,0.14
5/29/2001,87,78,0.01
5/30/2001,87,79,0
5/31/2001,87,82,0
6/1/2001,87,83,0
6/2/2001,86,82, T
6/3/2001,86,80,0.13
6/4/2001,84,79,0.56
6/5/2001,87,78, T
6/6/2001,86,77,0.04
6/7/2001,87,76, T
6/8/2001,85,77,0.05
6/9/2001,85,78,0.79
6/10/2001,86,76,1.62
6/11/2001,88,77,0.44
6/12/2001,90,78,0.01
6/13/2001,88,75,0.15
6/14/2001,88,77, T
6/15/2001,87,78,0
6/16/2001,87,77,0
6/17/2001,87,78,0
6/18/2001,87,77,0
6/19/2001,87,78, T
6/20/2001,86,79,0.08
6/21/2001,86,79,0.46
6/22/2001,88,83, T
6/23/2001,87,79,0.07
6/24/2001,88,80,0
6/25/2001,87,82,0.01
6/26/2001,88,83,0
6/27/2001,87,82,0
6/28/2001,85,78,0.2
6/29/2001,86,77, T
6/30/2001,90,78, T
7/1/2001,89,79,0
7/2/2001,91,80,0.27
7/3/2001,91,78,0.34
7/4/2001,88,77,0
7/5/2001,87,76,0
7/6/2001,88,76,0
7/7/2001,88,78,0.02
7/8/2001,87,79,0.01
7/9/2001,87,82,0
7/10/2001,87,73, T
7/11/2001,88,78,0
7/12/2001,88,76, T
7/13/2001,85,80,0.12
7/14/2001,83,74,2.86
7/15/2001,84,75, T
7/16/2001,89,74,0
7/17/2001,86,74,0
7/18/2001,85,71,0
7/19/2001,86,71,0
7/20/2001,86,76,0.14
7/21/2001,87,74,0
7/22/2001,87,74,0
7/23/2001,88,79,0.17
7/24/2001,87,79,0.02
7/25/2001,83,76,0.63
7/26/2001,81,75,0.11
7/27/2001,84,78,0
7/28/2001,84,79,0
7/29/2001,85,77,0
7/30/2001,85,80,0
7/31/2001,86,74, T
8/1/2001,86,74,0
8/2/2001,87,80,0.02
8/3/2001,87,76,0.08
8/4/2001,87,79,0.57
8/5/2001,84,78,0.09
8/6/2001,87,78,0.1
8/7/2001,87,78,0.26
8/8/2001,86,81,0
8/9/2001,85,80,0
8/10/2001,85,76, T
8/11/2001,86,79,0.1
8/12/2001,87,79,0
8/13/2001,87,81,0
8/14/2001,86,78,0.27
8/15/2001,89,78,0.29
8/16/2001,90,82,0
8/17/2001,88,78,0.28
8/18/2001,83,77,0.03
8/19/2001,85,77,0.01
8/20/2001,80,77,0.38
8/21/2001,83,77,0.04
8/22/2001,85,80,0
8/23/2001,84,79,0
8/24/2001,85,79, T
8/25/2001,83,78,0
8/26/2001,86,80,0
8/27/2001,87,80,0.01
8/28/2001,87,79,0
8/29/2001,87,80,0
8/30/2001,87,81,0
8/31/2001,86,78,0.5
9/1/2001,88,76,0
9/2/2001,85,75,0.11
9/3/2001,85,79,0
9/4/2001,85,78,0
9/5/2001,86,79,0
9/6/2001,86,79,0.07
9/7/2001,85,77,0.34
9/8/2001,86,77,0.09
9/9/2001,86,79,0
9/10/2001,86,81,0
9/11/2001,87,81,0
9/12/2001,86,80, T
9/13/2001,86,81, T
9/14/2001,83,79,0.03
9/15/2001,85,79, T
9/16/2001,86,78, T
9/17/2001,86,78,0.24
9/18/2001,86,78, T
9/19/2001,87,80,0
9/20/2001,86,81,0.03
9/21/2001,82,76,1.19
9/22/2001,85,79,0.31
9/23/2001,88,78, T
9/24/2001,87,76,0.02
9/25/2001,86,77,0.16
9/26/2001,83,77,1.17
9/27/2001,86,80,0.09
9/28/2001,87,77,0.57
9/29/2001,88,79,0.05
9/30/2001,85,78,0.25
10/1/2001,83,74,2.38
10/2/2001,86,75,0.03
10/3/2001,84,78,0.24
10/4/2001,83,77,1.56
10/5/2001,87,79,0.06
10/6/2001,87,81,0
10/7/2001,87,80, T
10/8/2001,87,80,0
10/9/2001,87,78,1.04
10/10/2001,87,78,0
10/11/2001,88,76,0
10/12/2001,90,78,0.04
10/13/2001,87,76,0
10/14/2001,83,75,1.68
10/15/2001,87,77, T
10/16/2001,88,80,0.01
10/17/2001,88,79,0.14
10/18/2001,88,79,0.05
10/19/2001,87,78,0.07
10/20/2001,87,81,0
10/21/2001,86,75,0
10/22/2001,88,73,0
10/23/2001,91,73, T
10/24/2001,94,74,0.07
10/25/2001,86,78,0.02
10/26/2001,84,76,0.75
10/27/2001,86,77,0.55
10/28/2001,92,78,0
10/29/2001,88,76,0
10/30/2001,89,81,0.11
10/31/2001,88,83,0
11/1/2001,89,82,0
11/2/2001,89,81,0.01
11/3/2001,88,78,0.33
11/4/2001,88,76,1.38
11/5/2001,87,80,0
11/6/2001,87,76,0.11
11/7/2001,87,76, T
11/8/2001,86,79,0.11
11/9/2001,88,79,0.19
11/10/2001,87,77,1.92
11/11/2001,86,78,1.01
11/12/2001,88,77,0.82
11/13/2001,93,74,0
11/14/2001,93,77,0.53
11/15/2001,91,78,0
11/16/2001,89,77, T
11/17/2001,89,82, T
11/18/2001,89,83,0
11/19/2001,89,83,0
11/20/2001,89,80,0.17
11/21/2001,85,80,0.29
11/22/2001,87,81,0
11/23/2001,88,80, T
11/24/2001,88,76,1.27
11/25/2001,87,76,0.02
11/26/2001,89,76,0
11/27/2001,91,76,0
11/28/2001,91,77,0.03
11/29/2001,89,79,0.04
11/30/2001,87,76,0.31
12/1/2001,87,78,0.15
12/2/2001,87,76,0
12/3/2001,88,73,0
12/4/2001,85,78,1.7
12/5/2001,89,78,0.35
12/6/2001,82,76,2.52
12/7/2001,88,78,0.22
12/8/2001,84,77,0.38
12/9/2001,84,77,0.59
12/10/2001,87,78,0
12/11/2001,88,78,0
12/12/2001,84,75,1.28
12/13/2001,89,80,0.1
12/14/2001,87,76,1.42
12/15/2001,92,76,0.94
12/16/2001,94,78, T
12/17/2001,91,81,0.62
12/18/2001,90,78,0
12/19/2001,90,79,0
12/20/2001,90,80,0
12/21/2001,91,78,0
12/22/2001,91,79,0
12/23/2001,91,79,0
12/24/2001,93,80,0.05
12/25/2001,90,79,0.82
12/26/2001,85,79,2.29
12/27/2001,88,79,0.05
12/28/2001,88,79,0.3
12/29/2001,85,79,0.19
12/30/2001,91,78,1.72
12/31/2001,87,82,0.08
1/1/2002,90,83, T
1/2/2002,86,77,1.44
1/3/2002,91,77,0.04
1/4/2002,89,81,0
1/5/2002,89,81,0
1/6/2002,89,80,0
1/7/2002,94,80,0.02
1/8/2002,91,78,0.02
1/9/2002,94,77,0
1/10/2002,90,78,0.68
1/11/2002,90,78,0.03
1/12/2002,94,78,0
1/13/2002,91,79,0
1/14/2002,88,79,0.04
1/15/2002,90,77,0.11
1/16/2002,85,77,1.32
1/17/2002,85,79,0.4
1/18/2002,88,77,0.91
1/19/2002,89,78,0.11
1/20/2002,90,76,0.1
1/21/2002,89,79,0.38
1/22/2002,90,81, T
1/23/2002,90,82, T
1/24/2002,90,80,0.05
1/25/2002,90,78,0.33
1/26/2002,90,78, T
1/27/2002,90,76,0
1/28/2002,90,82,0.01
1/29/2002,91,79,1.07
1/30/2002,90,78,0.11
1/31/2002,92,79,0.25
2/1/2002,92,80,0.23
2/2/2002,93,80,0.01
2/3/2002,95,78,0
2/4/2002,91,78,0
2/5/2002,91,79,0
2/6/2002,91,80,0.07
2/7/2002,91,80, T
2/8/2002,92,80,0.03
2/9/2002,90,79, T
2/10/2002,91,78,0.35
2/11/2002,93,78,0.02
2/12/2002,90,80,0.1
2/13/2002,91,80,0.56
2/14/2002,92,81,0.17
2/15/2002,85,79,2.05
2/16/2002,90,81,0.28
2/17/2002,91,81,0.2
2/18/2002,93,85,0
2/19/2002,87,80,0.7
2/20/2002,90,81,0
2/21/2002,91,79,0
2/22/2002,91,80,0
2/23/2002,90,81,0.02
2/24/2002,90,80, T
2/25/2002,92,79,0.05
2/26/2002,91,78,0.01
2/27/2002,94,77,0
2/28/2002,94,79,0
3/1/2002,94,79, T
3/2/2002,91,78,0.22
3/3/2002,91,78,0.06
3/4/2002,91,80,0.09
3/5/2002,91,78,0.11
3/6/2002,93,78,0.64
3/7/2002,92,78,0.02
3/8/2002,90,78,0.38
3/9/2002,90,78, T
3/10/2002,90,77,0
3/11/2002,90,78,0
3/12/2002,91,77,0
3/13/2002,94,77,0
3/14/2002,93,80,0.14
3/15/2002,87,78,2.4
3/16/2002,91,80,0
3/17/2002,89,78,0.1
3/18/2002,90,79,0.05
3/19/2002,89,78,1.07
3/20/2002,86,78,2
3/21/2002,86,77,2.18
3/22/2002,89,76,0.67
3/23/2002,90,77,0
3/24/2002,88,77,0.92
3/25/2002,91,76,0.76
3/26/2002,91,77,0
3/27/2002,90,79,0
3/28/2002,90,82,0
3/29/2002,91,81,0.33
3/30/2002,89,80,0.23
3/31/2002,90,78,0.19
4/1/2002,90,81,0.17
4/2/2002,91,84,0
4/3/2002,89,79,0.56
4/4/2002,89,76,2
4/5/2002,89,79,0.14
4/6/2002,89,80,1.03
4/7/2002,90,78,0.16
4/8/2002,90,82,0.06
4/9/2002,88,81,0.06
4/10/2002,90,83,0
4/11/2002,90,76,2.01
4/12/2002,89,76,1.04
4/13/2002,92,77, T
4/14/2002,92,78,0
4/15/2002,93,80, T
4/16/2002,93,80,0
4/17/2002,89,79,0.24
4/18/2002,90,78,0.99
4/19/2002,85,77,3.27
4/20/2002,87,79,2.3
4/21/2002,86,79, T
4/22/2002,89,77,0.04
4/23/2002,88,80,0.02
4/24/2002,86,79,2.04
4/25/2002,89,78,0.84
4/26/2002,89,78,0.22
4/27/2002,89,77,0.01
4/28/2002,91,77,0.21
4/29/2002,89,77,0.43
4/30/2002,89,82, T
5/1/2002,89,80,0.04
5/2/2002,90,78,0
5/3/2002,89,77,0
5/4/2002,89,82,0
5/5/2002,88,80,0.38
5/6/2002,89,82,0.49
5/7/2002,90,78,0.54
5/8/2002,89,79, T
5/9/2002,86,80,1.31
5/10/2002,85,79,1.44
5/11/2002,89,84, T
5/12/2002,86,79,1.04
5/13/2002,90,78,0
5/14/2002,90,82,0.05
5/15/2002,89,83,0
5/16/2002,89,83,0.02
5/17/2002,89,82, T
5/18/2002,88,76,0.3
5/19/2002,89,76,1.27
5/20/2002,88,82,0.01
5/21/2002,87,83, T
5/22/2002,86,82, T
5/23/2002,87,80,0.08
5/24/2002,83,78,1.45
5/25/2002,88,80,0.56
5/26/2002,88,78,2.22
5/27/2002,88,78, T
5/28/2002,88,83,0
5/29/2002,88,82,0
5/30/2002,88,82,0
5/31/2002,88,74,0
6/1/2002,88,75,0
6/2/2002,87,76,0
6/3/2002,87,73,0
6/4/2002,88,74,0
6/5/2002,88,78,0.02
6/6/2002,88,77,0
6/7/2002,86,80,0.39
6/8/2002,83,79,0.78
6/9/2002,84,79,1.4
6/10/2002,88,76,0.91
6/11/2002,88,76,0.71
6/12/2002,87,80,0.04
6/13/2002,88,79,0
6/14/2002,88,79,0.52
6/15/2002,88,83,0.01
6/16/2002,87,82,0.04
6/17/2002,87,82, T
6/18/2002,87,81,0
6/19/2002,85,77,0.03
6/20/2002,87,80,0
6/21/2002,86,78,0.03
6/22/2002,87,81,0
6/23/2002,86,77,0.04
6/24/2002,87,72,0.06
6/25/2002,87,78,0.02
6/26/2002,85,78,0.79
6/27/2002,86,79,0.13
6/28/2002,87,82,0
6/29/2002,88,83,0
6/30/2002,88,81,0
7/1/2002,87,80,0.03
7/2/2002,88,77,0.04
7/3/2002,88,82,0
7/4/2002,87,83,0
7/5/2002,87,82,0
7/6/2002,87,82,0
7/7/2002,88,81,0
7/8/2002,84,78,0.52
7/9/2002,85,76,1.88
7/10/2002,87,76,0
7/11/2002,87,78,0.62
7/12/2002,89,81,0.12
7/13/2002,90,80,0.03
7/14/2002,91,79,0.04
7/15/2002,86,78,3.86
7/16/2002,84,80,0.88
7/17/2002,85,79, T
7/18/2002,84,78,0.03
7/19/2002,85,77,0.09
7/20/2002,85,77,0.18
7/21/2002,84,77,0.14
7/22/2002,85,78,0.66
7/23/2002,86,78,0.01
7/24/2002,86,78,0.15
7/25/2002,86,77,0.06
7/26/2002,91,75,0.11
7/27/2002,88,80,0.34
7/28/2002,91,80,0.32
7/29/2002,87,77,0.26
7/30/2002,86,79,0.02
7/31/2002,84,79,0.03
8/1/2002,83,78, T
8/2/2002,84,77, T
8/3/2002,83,78,0
8/4/2002,84,78,0
8/5/2002,84,78, T
8/6/2002,84,77, T
8/7/2002,86,74, T
8/8/2002,87,74,0.12
8/9/2002,87,76,0.04
8/10/2002,86,80,0
8/11/2002,82,77,0.25
8/12/2002,82,76,1.36
8/13/2002,84,80, T
8/14/2002,85,80,0.07
8/15/2002,87,77,0.13
8/16/2002,91,76,0
8/17/2002,92,77,0
8/18/2002,87,77,0
8/19/2002,91,77,0.02
8/20/2002,85,77,1.09
8/21/2002,81,76,2.66
8/22/2002,82,76,0.12
8/23/2002,81,75,0.02
8/24/2002,83,77,0
8/25/2002,84,77, T
8/26/2002,86,77, T
8/27/2002,87,74,0
8/28/2002,86,75, T
8/29/2002,88,75,0
8/30/2002,87,76,0.01
8/31/2002,87,81,0.01
9/1/2002,85,81, T
9/2/2002,87,79,0.08
9/3/2002,87,77,0.26
9/4/2002,92,80,0
9/5/2002,85,78,0
