"STATION","NAME","DATE","ACMH","ACSH","AWND","DAEV","EVAP","FMTM","MDEV","MNPN","MXPN","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG","WT01","WT03","WT05","WT13","WT14","WT16","WV20"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-06-28","   88","   88","4.47",,"0.34"," 0056",,,," 1048","0.20",,"0.0","0.0",,"85","78","   12","   80","   45","   50",,"8.9","15.0","15.0",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-06-29","   63","   50","4.25",,"0.11"," 1059",,,," 1053","0.00",,"0.0","0.0",,"86","77","   15","   60","   45","   50",,"14.1","18.3","17.9",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-06-30","   63","   63","4.03",,"0.08"," 0357",,,," 0308","0.00",,"0.0","0.0",,"90","78","   32","  120","  135","  140",,"8.1","12.8","13.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-01","   63","   63","6.49",,"0.21"," 1259",,,," 2017","0.00",,"0.0","0.0",,"89","79","  153","  360","    0","  360",,"13.0","20.8","21.0",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-02","   88","  100","4.70",,"0.11"," 1355",,,," 0400","0.27",,"0.0","0.0",,"91","80","  114","  350","    0","  360",,"8.9","21.9","21.9",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-03","   50","   63","2.46",,"0.46"," 1255",,,," 1247","0.34",,"0.0","0.0",,"91","78","  150","  100","    0","  360",,"12.1","17.2","17.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-04","   38","   50","3.58",,"0.13"," 1459",,,," 1333","0.00",,"0.0","0.0",,"88","77","  401","   70","    0","   90",,"12.1","12.8","13.0",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-05","   38","   38","3.80",,"0.00"," 2259",,,," 1248","0.00",,"0.0","0.0",,"87","76","  252","  110","    0","   90",,"8.1","10.3","10.1",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-06","   38","   38","5.14",,"0.26"," 1459",,,," 1617","0.00",,"0.0","0.0",,"88","76","  401","   80","    0","   90",,"10.1","12.8","13.0",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-07","   75","   63","8.50",,"0.16"," 2353",,,," 2006","0.02",,"0.0","0.0",,"88","78","  495","  110","    0","   90",,"13.0","17.2","17.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-08","   75","   63","11.63",,"0.21"," 0355",,,," 0337","0.01",,"0.0","0.0",,"87","79","  281","  120","    0","   90",,"17.0","19.5","19.9",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-09","   38","   38","12.53",,"0.23"," 0552",,,," 0312","0.00",,"0.0","0.0",,"87","82","  552","  140","  135","  140",,"15.0","19.5","19.9",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-10","   63","   63","6.71",,"0.04"," 2158",,,," 2149","0.00",,"0.0","0.0",,"87","73","  580","  100","    0","   90",,"13.0","15.0","15.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-11","   63","   50","8.72",,"0.10"," 0153",,,," 0129","0.00",,"0.0","0.0",,"88","78","  525","   90","    0","   90",,"15.0","16.1","16.1",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-12","   50","   38","7.38",,"0.00"," 2259",,,," 2206","0.00",,"0.0","0.0",,"88","76","  466","  150","  135","  140",,"17.0","19.5","19.9",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-13","  100","  100","14.32",,"0.15"," 2358",,,," 2357","0.12",,"0.0","0.0",,"85","80","  134","  100","    0","   90",,"19.9","24.2","23.9",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-14","  100","  100","10.29",,," 2358",,,," 1617","2.86",,"0.0","0.0",,"83","74","   52","   10","   45","   50",,"19.9","23.0","23.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-15","  100","  100","7.61",,," 0259",,,," 0312","0.00",,"0.0","0.0",,"84","75","  112","   70","    0","   90",,"15.0","18.3","17.9",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-16","   50","   63","3.13",,"0.00"," 1552",,,," 1632","0.00",,"0.0","0.0",,"89","74","  398","  350","  315","  320",,"6.0","9.2","8.9",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-17","   38","   50","4.70",,"0.24"," 0953",,,," 1438","0.00",,"0.0","0.0",,"86","74","   59","  220","  180","  180",,"10.1","13.9","14.1",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-18","   38","   38","2.68",,"0.10"," 1755",,,," 1438","0.00",,"0.0","0.0",,"85","71","  434","  110","  135","  140",,"6.0","8.1","8.1",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-19","   38","   38","6.49",,"0.18"," 1956",,,," 1952","0.00",,"0.0","0.0",,"86","71","  573","   80","    0","   90",,"10.1","12.8","13.0",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-20","   75","   75","6.71",,"0.21"," 0558",,,," 0558","0.14",,"0.0","0.0",,"86","76","  343","   70","   45","   50",,"17.0","21.9","21.9",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-21","   38","   38","7.38",,"0.00"," 1058",,,," 1456","0.00",,"0.0","0.0",,"87","74","  562","   70","   45","   50",,"12.1","13.9","14.1",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-22","   63","   63","8.50",,"0.13"," 1352",,,," 1347","0.00",,"0.0","0.0",,"87","74","  484","   70","    0","   90",,"17.0","21.9","21.9",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-23","   75","   63","10.51",,," 2054",,,," 0746","0.17",,"0.0","0.0",,"88","79","  417","   80","    0","   90",,"14.1","23.0","23.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-24","   88","   88","5.82",,"0.01"," 0556",,,," 2014","0.02",,"0.0","0.0",,"87","79","  294","   90","    0","   90",,"10.1","12.8","13.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-25","  100","  100","14.99",,"0.19"," 2159",,,," 2154","0.63",,"0.0","0.0",,"83","76","   67","  150","  135","  140",,"23.0","28.9","29.1",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-26","  100","  100","20.80",,"0.00"," 1255",,,," 0323","0.11",,"0.0","0.0",,"81","75","    0","  130","  135","  140",,"25.9","33.3","33.1",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-27","   88","   88","19.91",,"0.12"," 2357",,,," 2133","0.00",,"0.0","0.0",,"84","78","  185","  120","  135","  140",,"23.0","30.0","30.0",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-28","   75","   63","20.36",,"0.38"," 2358",,,," 1818","0.00",,"0.0","0.0",,"84","79","  104","  100","  135","  140",,"23.0","32.2","32.0",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-29","   75","   88","21.03",,"0.39"," 1859",,,," 1459","0.00",,"0.0","0.0",,"85","77","   91","  100","    0","   90",,"23.9","32.2","32.0",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-30","   75","   88","17.22",,"0.32"," 0058",,,," 0044","0.00",,"0.0","0.0",,"85","80","  115","   90","    0","   90",,"21.9","27.5","28.0",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-07-31","   75","   75","11.41",,"0.36"," 1256",,,," 2018","0.00",,"0.0","0.0",,"86","74","   55","   90","    0","   90",,"16.1","17.2","17.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-01","   75","   63","9.40",,"0.24"," 1355",,,," 1415","0.00",,"0.0","0.0",,"86","74","  104","   90","    0","   90",,"13.0","15.0","15.0",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-02","   75","   50","9.40",,"0.27"," 2353",,,," 2100","0.02",,"0.0","0.0",,"87","80","   62","   90","    0","   90",,"12.1","17.2","17.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-03","   88","   88","7.83",,"0.35"," 1159",,,," 1227","0.08",,"0.0","0.0",,"87","76","   41","   90","    0","   90",,"14.1","19.5","19.9",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-04","   75","   63","12.53",,"0.06"," 2353",,,," 0609","0.57",,"0.0","0.0",,"87","79","  349","   90","   45","   50",,"17.9","26.4","25.9",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-05","   75","   88","15.21",,"0.13"," 1059",,,," 1052","0.09",,"0.0","0.0",,"84","78","  120","   90","    0","   90",,"23.0","31.1","31.1",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-06","   63","   63","12.30",,"0.13"," 2310",,,," 2303","0.10",,"0.0","0.0",,"87","78","  166","   80","    0","   90",,"21.0","28.9","29.1",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-07","   63","   50","15.88",,"0.36"," 2153",,,," 0203","0.26",,"0.0","0.0",,"87","78","  175","   90","    0","   90",,"17.9","28.9","29.1",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-08","   50","   38","17.00",,"0.00"," 1453",,,," 1014","0.00",,"0.0","0.0",,"86","81","  300","  110","  135","  140",,"19.9","28.9","29.1",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-09","   50","   38","15.21",,"0.34"," 0359",,,," 0236","0.00",,"0.0","0.0",,"85","80","  145","  120","  135","  140",,"17.9","24.2","23.9",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-10","   88","   88","9.62",,"0.24"," 0153",,,," 1021","0.00",,"0.0","0.0",,"85","76","   62","  100","  135","  140",,"16.1","19.5","19.9",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-11","   88","   88","7.83",,"0.25"," 1557",,,," 1515","0.10",,"0.0","0.0",,"86","79","   35","  120","    0","   90",,"10.1","15.0","15.0",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-12","   63","   38","11.63",,"0.07"," 1553",,,," 1253","0.00",,"0.0","0.0",,"87","79","  183","   90","    0","   90",,"14.1","17.2","17.0",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-13","   63","   50","11.41",,"0.15"," 1952",,,," 0247","0.00",,"0.0","0.0",,"87","81","  129","   80","    0","   90",,"14.1","20.8","21.0",,,,,,,"    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-14","   63","   63","10.29",,"0.04"," 2054",,,," 0510","0.27",,"0.0","0.0",,"86","78","  110","  100","    0","   90",,"14.1","20.8","21.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-15","   88","   75","8.28",,"0.32"," 0754",,,," 2127","0.29",,"0.0","0.0",,"89","78","  168","   40","   45","   50",,"16.1","21.9","21.9",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-16","   50","   50","10.96",,"0.18"," 1759",,,," 1352","0.00",,"0.0","0.0",,"90","82","  413","  330","    0","  360",,"17.0","32.2","32.0",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-17","   88","  100","7.83",,"0.45"," 0558",,,," 0744","0.28",,"0.0","0.0",,"88","78","   70","  360","    0","  360",,"16.1","27.5","28.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-18","  100","  100","8.50",,"0.00"," 1453",,,," 0913","0.03",,"0.0","0.0",,"83","77","    0","  140","  180","  180",,"13.0","17.2","17.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-19","   88","   88","9.62",,"0.00"," 1858",,,," 1441","0.01",,"0.0","0.0",,"85","77","   87","   80","    0","   90",,"12.1","16.1","16.1",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-20","  100","  100","11.41",,"0.12"," 2058",,,," 1702","0.38",,"0.0","0.0",,"80","77","    0","  130","  135","  140",,"16.1","21.9","21.9",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-21","  100","  100","14.54",,"0.00"," 2158",,,," 1016","0.04",,"0.0","0.0",,"83","77","    0","  120","  135","  140",,"17.0","23.0","23.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-22","   63","   50","13.42",,"0.16"," 1958",,,," 2104","0.00",,"0.0","0.0",,"85","80","  158","  130","  135","  140",,"17.0","21.9","21.9",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-23","   63","   50","15.88",,"0.26"," 1858",,,," 2233","0.00",,"0.0","0.0",,"84","79","  185","  120","    0","   90",,"19.9","24.2","23.9",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-24","   63","   63","17.00",,"0.30"," 1958",,,," 1726","0.00",,"0.0","0.0",,"85","79","  144","  110","    0","   90",,"21.0","24.2","23.9",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-25","   88","   88","13.42",,"0.41"," 0359",,,," 0525","0.00",,"0.0","0.0",,"83","78","   37","  100","  135","  140",,"17.9","24.2","23.9",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-26","   75","   75","10.51",,"0.30"," 2355",,,," 2355","0.00",,"0.0","0.0",,"86","80","   47","   90","    0","   90",,"13.0","15.0","15.0",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-27","   75","   75","10.74",,"0.36"," 1259",,,," 2109","0.01",,"0.0","0.0",,"87","80","   16","   90","    0","   90",,"16.1","21.9","21.9",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-28","   75","   75","12.75",,"0.33"," 2255",,,," 2151","0.00",,"0.0","0.0",,"87","79","  214","  100","    0","   90",,"15.0","20.8","21.0",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-29","   75","   50","14.54",,"0.33"," 1052",,,," 1045","0.00",,"0.0","0.0",,"87","80","  195","   90","    0","   90",,"21.9","26.4","25.9",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-30","   75","   75","15.43",,"0.36"," 1857",,,," 2349","0.00",,"0.0","0.0",,"87","81","   64","   50","    0","  360",,"17.9","34.4","34.9",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-08-31","   75","   88","5.59",,," 2358",,,," 0002","0.50",,"0.0","0.0",,"86","78","   23","   20","   45","   50",,"14.1","27.5","28.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-01","   50","   63","2.91",,"0.56"," 1254",,,," 1136","0.00",,"0.0","0.0",,"88","76","   58","   70","    0","   90",,"8.1","11.4","12.1",,,,,,,"    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-02","   75","  100","8.95",,"0.34"," 1759",,,," 1110","0.11",,"0.0","0.0",,"85","75","   53","  150","  135","  140",,"15.0","23.0","23.0",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-03","   75","   63","10.96",,"0.15"," 0754",,,," 0809","0.00",,"0.0","0.0",,"85","79","  347","  160","  180","  180",,"14.1","18.3","17.9",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-04","   63","   63","10.74",,"0.28"," 1958",,,," 2237","0.00",,"0.0","0.0",,"85","78","  384","  140","  135","  140",,"14.1","18.3","17.9",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-05","   50","   50","14.99",,"0.25"," 2158",,,," 2325","0.00",,"0.0","0.0",,"86","79","  396","  100","    0","   90",,"21.9","24.2","23.9",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-06","  100","   88","21.25",,"0.36"," 0952",,,," 2236","0.07",,"0.0","0.0",,"86","79","   87","  110","    0","   90",,"23.9","31.1","31.1",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-07","  100","  100","16.33",,"0.28"," 2352",,,," 1200","0.34",,"0.0","0.0",,"85","77","   20","  100","  135","  140",,"21.0","28.9","29.1",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-08","  100","   88","14.76",,," 0659",,,," 0700","0.09",,"0.0","0.0",,"86","77","  170","   80","    0","   90",,"25.1","28.9","29.1",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-09","   63","   50","14.76",,"0.19"," 1156",,,," 1045","0.00",,"0.0","0.0",,"86","79","  153","   80","    0","   90",,"17.9","23.0","23.0",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-10","   38","   38","12.97",,"0.45"," 0657",,,," 0748","0.00",,"0.0","0.0",,"86","81","  120","  100","    0","   90",,"15.0","19.5","19.9",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-11","  100","  100","9.40",,"0.44"," 2355",,,," 0818","0.00",,"0.0","0.0",,"87","81","   71","  100","    0","   90",,"12.1","13.9","14.1",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-12","   88","   88","10.29",,"0.14"," 2354",,,," 2243","0.00",,"0.0","0.0",,"86","80","   78","  120","  135","  140",,"14.1","19.5","19.9",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-13","  100","  100","14.54",,"0.10"," 1956",,,," 2252","0.00",,"0.0","0.0",,"86","81","   68","  140","  135","  140",,"17.9","23.0","23.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-14","  100","  100","16.11",,"0.17"," 2258",,,," 2152","0.03",,"0.0","0.0",,"83","79","   12","  110","  135","  140",,"21.0","28.9","29.1",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-15","   88","   88","19.91",,"0.20"," 2058",,,," 2022","0.00",,"0.0","0.0",,"85","79","   78","  120","  135","  140",,"23.0","27.5","28.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-16","   88","   88","17.90",,"0.36"," 0058",,,," 0140","0.00",,"0.0","0.0",,"86","78","  126","  130","    0","   90",,"21.9","27.5","28.0",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-17","  100","  100","15.66",,"0.55"," 1859",,,," 1721","0.24",,"0.0","0.0",,"86","78","   43","   80","    0","   90",,"19.9","28.9","29.1",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-18","  100","  100","15.43",,"0.11"," 1458",,,," 1230","0.00",,"0.0","0.0",,"86","78","   63","  100","    0","   90",,"19.9","26.4","25.9",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-19","  100","   88","16.55",,"0.29"," 1058",,,," 0714","0.00",,"0.0","0.0",,"87","80","  100","  110","    0","   90",,"19.9","25.3","25.1",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-20","   88","  100","19.91",,"0.26"," 1851",,,," 1532","0.03",,"0.0","0.0",,"86","81","  221","  100","    0","   90",,"23.9","30.0","30.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-21","  100","  100","12.30",,," 0659",,,," 0658","1.19",,"0.0","0.0",,"82","76","    0","   70","    0","   90",,"23.0","35.6","36.0",,"    1",,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-22","   88","   88","17.22",,," 1054",,,," 1045","0.31",,"0.0","0.0",,"85","79","  220","   70","    0","   90",,"25.1","36.9","36.9",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-23","   63","   63","8.05",,," 0058",,,," 0016","0.00",,"0.0","0.0",,"88","78","  143","   80","    0","   90",,"14.1","17.2","17.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-24","   75","   50","4.47",,"0.26"," 1455",,,," 1452","0.02",,"0.0","0.0",,"87","76","   40","   50","   45","   50",,"12.1","12.8","13.0",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-25","   88","  100","8.50",,"0.53"," 2350",,,," 1907","0.16",,"0.0","0.0",,"86","77","   23","  120","    0","   90",,"14.1","17.2","17.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-26","  100","  100","14.32",,," 1658",,,," 1030","1.17",,"0.0","0.0",,"83","77","   20","  110","  135","  140",,"21.0","32.2","32.0",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-27","   88","   88","19.91",,," 1758",,,," 1607","0.09",,"0.0","0.0",,"86","80","  274","  110","    0","   90",,"23.0","31.1","31.1",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-28","   88","   88","19.24",,"0.18"," 0330",,,," 1752","0.57",,"0.0","0.0",,"87","77","  193","   90","    0","   90",,"23.0","33.3","33.1",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-29","   88","   88","17.67",,"0.24"," 1958",,,," 2323","0.05",,"0.0","0.0",,"88","79","  155","  110","    0","   90",,"21.0","31.1","31.1",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-09-30","  100","  100","24.16",,"0.12"," 0759",,,," 1837","0.25",,"0.0","0.0",,"85","78","   51","  110","    0","   90",,"29.1","36.9","36.9",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-10-01","  100","  100","19.24",,"0.40"," 1459",,,," 1913","2.38",,"0.0","0.0",,"83","74","   10","  110","    0","   90",,"25.1","40.3","40.0",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-10-02","   88","   88","18.12",,"0.71"," 2259",,,," 2323","0.03",,"0.0","0.0",,"86","75","   80","   90","    0","   90",,"25.9","31.1","31.1",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-10-03","  100","  100","21.70",,"0.09"," 0652",,,," 0028","0.24",,"0.0","0.0",,"84","78","    0","   90","    0","   90",,"29.1","36.9","36.9",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-10-04","  100","  100","21.70",,," 0059",,,," 0649","1.56",,"0.0","0.0",,"83","77","    0","  100","  135","  140",,"25.9","35.6","36.0",,,,,,"    1","    1"
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-10-05","   88","   75","15.21",,," 2259",,,," 2308","0.06",,"0.0","0.0",,"87","79","  135","  110","    0","   90",,"19.9","26.4","25.9",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-10-06","   75","   63","16.11",,"0.19"," 0354",,,," 0129","0.00",,"0.0","0.0",,"87","81","   88","  110","    0","   90",,"21.0","24.2","23.9",,,,,,,
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-10-07","   50","   38","13.20",,"0.26"," 0058",,,," 0056","0.00",,"0.0","0.0",,"87","80","   25","  120","  135","  140",,"17.9","21.9","21.9",,,,,,"    1",
"AQW00061705","PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ","2001-10-08","   50","   50","14.76",,"0.24"," 0854",,,," 1450","0.00",,"0.0","0.0",,"87","80","   94","  110","    0","   90",,"17.0","20.8","21.0",,,,,,,
